TournamentName,TeamA,TeamAScore,TeamB,TeamBScore,ground,city,date,overs,Round,GameResult,gameLink
East Delhi Premier League,Krishna Nagar Royals By Odni Sarees,166/5,Shahadra Avengers By Mansha Traders,135/8,Yamuna Sports Complex, New Delhi, 04-Dec-21, 20 Ov.,LEAGUE MATCHES,Krishna Nagar Royals By Odni Sarees won by 31 runs,https://cricheroes.in/scorecard/2571045/East-Delhi-Premier-League/Krishna-Nagar-Royals-By-Odni-Sarees-vs-Shahadra-Avengers-By-Mansha-Traders
East Delhi Premier League,Patparganj Panthers By Tejoo,152/8,Kondli Kings By Vedanya,111/9,Yamuna Sports Complex, New Delhi, 04-Dec-21, 20 Ov.,LEAGUE MATCHES,Patparganj Panthers By Tejoo won by 41 runs,https://cricheroes.in/scorecard/2571042/East-Delhi-Premier-League/Patparganj-Panthers-By-Tejoo-vs-Kondli-Kings-By-Vedanya
East Delhi Premier League,Laxmi Nagar Warriors EDPL By Sparky,120/8,Gandhi Nagar Gladiators By Bhutani Infra,125/3,Yamuna sports complex, Delhi, 03-Dec-21, 20 Ov.,LEAGUE MATCHES,Gandhi Nagar Gladiators By Bhutani Infra won by 7 wickets,https://cricheroes.in/scorecard/2569353/East-Delhi-Premier-League/Laxmi-Nagar-Warriors-EDPL-By-Sparky-vs-Gandhi-Nagar-Gladiators-By-Bhutani-Infra
East Delhi Premier League,Trilokpuri Stars,129/7,Okhla Tigers EDPL,135/7,Yamuna sports complex, Delhi, 03-Dec-21, 20 Ov.,LEAGUE MATCHES,Okhla Tigers EDPL won by 3 wickets,https://cricheroes.in/scorecard/2568304/East-Delhi-Premier-League/Trilokpuri-Stars-vs-Okhla-Tigers-EDPL
East Delhi Premier League,Patparganj Panthers,102/7,Jangpura Lions,97/3,Yamuna sports complex, Delhi, 02-Dec-21, 18 Ov.,LEAGUE MATCHES,"Jangpura Lions won by 7 wickets (DLS method - Match reduced to 16.0 overs, target 94 runs)",https://cricheroes.in/scorecard/2565417/East-Delhi-Premier-League/Patparganj-Panthers-vs-Jangpura-Lions
East Delhi Premier League,Shahadra Avengers,149/6,Vishwas Nagar Devils,94/10,Yamuna sports complex, Delhi, 02-Dec-21, 20 Ov.,LEAGUE MATCHES,"Shahadra Avengers won by 43 runs (DLS method - Match reduced to 18.0 overs, target 138 runs)",https://cricheroes.in/scorecard/2564493/East-Delhi-Premier-League/Shahadra-Avengers-vs-Vishwas-Nagar-Devils
East Delhi Premier League,Kondli Kings By Vedanya,137/7,Trilokpuri Stars,122/10,Yamuna sports complex, Delhi, 01-Dec-21, 20 Ov.,LEAGUE MATCHES,Kondli Kings By Vedanya won by 15 runs,https://cricheroes.in/scorecard/2561994/East-Delhi-Premier-League/Kondli-Kings-By-Vedanya-vs-Trilokpuri-Stars
East Delhi Premier League,Krishna Nagar Royals,118/5,Laxmi Nagar Warriors EDPL,112/10,Yamuna sports complex, Delhi, 01-Dec-21, 20 Ov.,LEAGUE MATCHES,Krishna Nagar Royals won by 6 runs,https://cricheroes.in/scorecard/2561106/East-Delhi-Premier-League/Krishna-Nagar-Royals-vs-Laxmi-Nagar-Warriors-EDPL
East Delhi Premier League,Vishwas Nagar Devils,132/8,Gandhi Nagar Gladiators,133/8,Yamuna sports complex, Delhi, 30-Nov-21, 20 Ov.,LEAGUE MATCHES,Gandhi Nagar Gladiators won by 2 wickets,https://cricheroes.in/scorecard/2558244/East-Delhi-Premier-League/Vishwas-Nagar-Devils-vs-Gandhi-Nagar-Gladiators
FRIDAY BIG BASH Season 4,Myown Finpal,136/8,Jeddah INDIANS C C FBB,113/8,FBB Ground, Jeddah, 10-Dec-21, 12 Ov.,FINAL,Myown Finpal won by 23 runs,https://cricheroes.in/scorecard/2583037/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,Thouba Fighters BB,114/10,Jeddah INDIANS C C FBB,117/8,FBB Ground, Jeddah, 03-Dec-21, 12 Ov.,QUALIFIER 2,Jeddah INDIANS C C FBB won by 2 wickets,https://cricheroes.in/scorecard/2563064/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,Jeddah INDIANS C C FBB,116/7,Jeddah ROYALS FBB,87/9,FBB Ground, Jeddah, 26-Nov-21, 12 Ov.,ELIMINATOR,Jeddah INDIANS C C FBB won by 29 runs,https://cricheroes.in/scorecard/2508535/FRIDAY-BIG-BASH-Season-4/Jeddah-INDIANS-C-C-FBB-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,Myown Finpal,191/3,Thouba Fighters BB,120/8,FBB Ground, Jeddah, 26-Nov-21, 12 Ov.,QUALIFIER 1,Myown Finpal won by 71 runs,https://cricheroes.in/scorecard/2506419/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-Thouba-Fighters-BB
FRIDAY BIG BASH Season 4,Myown Finpal,139/8,Jeddah INDIANS C C FBB,133/9,FBB Ground, Jeddah, 19-Nov-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 6 runs,https://cricheroes.in/scorecard/2403331/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,Thouba Fighters BB,115/7,Jeddah ROYALS FBB,119/6,FBB Ground, Jeddah, 19-Nov-21, 12 Ov.,LEAGUE MATCHES,Jeddah ROYALS FBB won by 4 wickets,https://cricheroes.in/scorecard/2403329/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,RISING STARS FBB,123/8,Jeddah KOMBANS -,122/7,FBB Ground, Jeddah, 12-Nov-21, 12 Ov.,LEAGUE MATCHES,RISING STARS FBB won by 1 run,https://cricheroes.in/scorecard/2403328/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,Jeddah ROYALS FBB,101/8,Myown Finpal,103/6,FBB Ground, Jeddah, 12-Nov-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 4 wickets,https://cricheroes.in/scorecard/2403327/FRIDAY-BIG-BASH-Season-4/Jeddah-ROYALS-FBB-vs-Myown-Finpal
FRIDAY BIG BASH Season 4,RISING STARS FBB,86/10,Jeddah INDIANS C C FBB,91/6,FBB Ground, Jeddah, 05-Nov-21, 12 Ov.,LEAGUE MATCHES,Jeddah INDIANS C C FBB won by 4 wickets,https://cricheroes.in/scorecard/2403326/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,Myown Finpal,134/4,Jeddah KOMBANS -,138/8,FBB Ground, Jeddah, 05-Nov-21, 12 Ov.,LEAGUE MATCHES,Jeddah KOMBANS - won by 2 wickets,https://cricheroes.in/scorecard/2403325/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,Jeddah INDIANS C C FBB,122/5,Jeddah ROYALS FBB,124/4,FBB Ground, Jeddah, 29-Oct-21, 12 Ov.,LEAGUE MATCHES,Jeddah ROYALS FBB won by 6 wickets,https://cricheroes.in/scorecard/2314398/FRIDAY-BIG-BASH-Season-4/Jeddah-INDIANS-C-C-FBB-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,RISING STARS FBB,135/5,Thouba Fighters BB,137/5,FBB Ground, Jeddah, 29-Oct-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 5 wickets,https://cricheroes.in/scorecard/2314397/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Thouba-Fighters-BB
FRIDAY BIG BASH Season 4,Thouba Fighters BB,157/3,Jeddah KOMBANS -,117/9,FBB Ground, Jeddah, 22-Oct-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 40 runs,https://cricheroes.in/scorecard/2314396/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,RISING STARS FBB,117/5,Myown Finpal,121/3,FBB Ground, Jeddah, 22-Oct-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 7 wickets,https://cricheroes.in/scorecard/2314395/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Myown-Finpal
FRIDAY BIG BASH Season 4,Jeddah INDIANS C C FBB,114/6,Jeddah KOMBANS -,110/7,FBB Ground, Jeddah, 15-Oct-21, 12 Ov.,LEAGUE MATCHES,Jeddah INDIANS C C FBB won by 4 runs,https://cricheroes.in/scorecard/2314271/FRIDAY-BIG-BASH-Season-4/Jeddah-INDIANS-C-C-FBB-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,Thouba Fighters BB,125/7,Myown Finpal,90/10,FBB Ground, Jeddah, 15-Oct-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 35 runs,https://cricheroes.in/scorecard/2314270/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Myown-Finpal
FRIDAY BIG BASH Season 4,Jeddah ROYALS FBB,106/6,Jeddah KOMBANS -,110/9,FBB Ground, Jeddah, 08-Oct-21, 12 Ov.,LEAGUE MATCHES,Jeddah KOMBANS - won by 1 wicket,https://cricheroes.in/scorecard/2314268/FRIDAY-BIG-BASH-Season-4/Jeddah-ROYALS-FBB-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,Thouba Fighters BB,91/10,Jeddah INDIANS C C FBB,90/10,FBB Ground, Jeddah, 08-Oct-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 1 run,https://cricheroes.in/scorecard/2314266/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,RISING STARS FBB,124/5,Jeddah ROYALS FBB,125/0,FBB Ground, Jeddah, 01-Oct-21, 12 Ov.,LEAGUE MATCHES,Jeddah ROYALS FBB won by 10 wickets,https://cricheroes.in/scorecard/2288805/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,Jeddah INDIANS C C FBB,108/7,Myown Finpal,110/7,FBB Ground, Jeddah, 01-Oct-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 3 wickets,https://cricheroes.in/scorecard/2288804/FRIDAY-BIG-BASH-Season-4/Jeddah-INDIANS-C-C-FBB-vs-Myown-Finpal
FRIDAY BIG BASH Season 4,Jeddah ROYALS FBB,116/7,Thouba Fighters BB,117/4,FBB Ground, Jeddah, 24-Sep-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 6 wickets,https://cricheroes.in/scorecard/2191659/FRIDAY-BIG-BASH-Season-4/Jeddah-ROYALS-FBB-vs-Thouba-Fighters-BB
FRIDAY BIG BASH Season 4,RISING STARS FBB,151/8,Jeddah KOMBANS -,97/10,FBB Ground, Jeddah, 24-Sep-21, 12 Ov.,LEAGUE MATCHES,RISING STARS FBB won by 54 runs,https://cricheroes.in/scorecard/2191658/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,Myown Finpal,138/3,Jeddah ROYALS FBB,122/8,FBB Ground, Jeddah, 17-Sep-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 16 runs,https://cricheroes.in/scorecard/2191656/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,Jeddah INDIANS C C FBB,149/5,RISING STARS FBB,95/10,FBB Ground, Jeddah, 17-Sep-21, 12 Ov.,LEAGUE MATCHES,Jeddah INDIANS C C FBB won by 54 runs,https://cricheroes.in/scorecard/2191654/FRIDAY-BIG-BASH-Season-4/Jeddah-INDIANS-C-C-FBB-vs-RISING-STARS-FBB
FRIDAY BIG BASH Season 4,Jeddah KOMBANS -,95/6,Thouba Fighters BB,101/4,FBB Ground, Jeddah, 10-Sep-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 6 wickets,https://cricheroes.in/scorecard/2191652/FRIDAY-BIG-BASH-Season-4/Jeddah-KOMBANS---vs-Thouba-Fighters-BB
FRIDAY BIG BASH Season 4,Jeddah INDIANS C C FBB,148/7,Jeddah ROYALS FBB,117/10,FBB Ground, Jeddah, 10-Sep-21, 12 Ov.,LEAGUE MATCHES,Jeddah INDIANS C C FBB won by 31 runs,https://cricheroes.in/scorecard/2191651/FRIDAY-BIG-BASH-Season-4/Jeddah-INDIANS-C-C-FBB-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,Thouba Fighters BB,86/8,RISING STARS FBB,72/9,FBB Ground, Jeddah, 03-Sep-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 14 runs,https://cricheroes.in/scorecard/2191649/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-RISING-STARS-FBB
FRIDAY BIG BASH Season 4,Myown Finpal,119/9,Jeddah KOMBANS -,93/10,FBB Ground, Jeddah, 03-Sep-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 26 runs,https://cricheroes.in/scorecard/2191647/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,RISING STARS FBB,117/9,Jeddah ROYALS FBB,121/6,FBB Ground, Jeddah, 27-Aug-21, 12 Ov.,LEAGUE MATCHES,Jeddah ROYALS FBB won by 4 wickets,https://cricheroes.in/scorecard/2148686/FRIDAY-BIG-BASH-Season-4/RISING-STARS-FBB-vs-Jeddah-ROYALS-FBB
FRIDAY BIG BASH Season 4,Thouba Fighters BB,132/9,Jeddah INDIANS C C FBB,118/10,FBB Ground, Jeddah, 27-Aug-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 14 runs,https://cricheroes.in/scorecard/2148683/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,Thouba Fighters BB,142/5,Myown Finpal,105/7,FBB Ground, Jeddah, 20-Aug-21, 12 Ov.,LEAGUE MATCHES,Thouba Fighters BB won by 37 runs,https://cricheroes.in/scorecard/2148681/FRIDAY-BIG-BASH-Season-4/Thouba-Fighters-BB-vs-Myown-Finpal
FRIDAY BIG BASH Season 4,Jeddah ROYALS FBB,169/4,Jeddah KOMBANS -,132/6,FBB Ground, Jeddah, 20-Aug-21, 12 Ov.,LEAGUE MATCHES,Jeddah ROYALS FBB won by 37 runs,https://cricheroes.in/scorecard/2148680/FRIDAY-BIG-BASH-Season-4/Jeddah-ROYALS-FBB-vs-Jeddah-KOMBANS--
FRIDAY BIG BASH Season 4,Jeddah KOMBANS FBB S4,160/5,Jeddah INDIANS C C FBB,144/5,FBB Ground, Jeddah, 13-Aug-21, 12 Ov.,LEAGUE MATCHES,Jeddah KOMBANS FBB S4 won by 16 runs,https://cricheroes.in/scorecard/2126521/FRIDAY-BIG-BASH-Season-4/Jeddah-KOMBANS-FBB-S4-vs-Jeddah-INDIANS-C-C-FBB
FRIDAY BIG BASH Season 4,Myown Finpal,127/10,RISING STARS FBB,99/8,FBB Ground, Jeddah, 13-Aug-21, 12 Ov.,LEAGUE MATCHES,Myown Finpal won by 28 runs,https://cricheroes.in/scorecard/2126517/FRIDAY-BIG-BASH-Season-4/Myown-Finpal-vs-RISING-STARS-FBB
ACCC Night Tournament 2021,Adelaide Classic,126/9,Adelaide Bullss,60/10,Jail Ground, Adelaide, 18-Dec-21, 20 Ov.,FINAL,Adelaide Classic won by 66 runs,https://cricheroes.in/scorecard/2638241/ACCC-Night-Tournament-2021/Adelaide-Classic-vs-Adelaide-Bullss
ACCC Night Tournament 2021,Adelaide Classic,166/8,Adelaide Sixers XI,156/10,Jail Ground, Adelaide, 12-Dec-21, 20 Ov.,SEMI FINAL,Adelaide Classic won by 10 runs,https://cricheroes.in/scorecard/2598842/ACCC-Night-Tournament-2021/Adelaide-Classic-vs-Adelaide-Sixers-XI
ACCC Night Tournament 2021,Blue 11 Adelaide,128/7,Adelaide Bullss,133/5,Gepps Cross, Adelaide, 12-Dec-21, 20 Ov.,SEMI FINAL,Adelaide Bullss won by 5 wickets,https://cricheroes.in/scorecard/2598844/ACCC-Night-Tournament-2021/Blue-11-Adelaide-vs-Adelaide-Bullss
ACCC Night Tournament 2021,Adelaide Bullss,98/10,Team Royal Enfield,96/10,Jail Ground, Adelaide, 05-Dec-21, 20 Ov.,QUARTER FINAL,Adelaide Bullss won by 2 runs,https://cricheroes.in/scorecard/2554043/ACCC-Night-Tournament-2021/Adelaide-Bullss-vs-Team-Royal-Enfield
ACCC Night Tournament 2021,Adelaide Sixers XI,115/10,Team Challenger 11 Adelaide,114/6,Gepps Cross, Adelaide, 05-Dec-21, 20 Ov.,QUARTER FINAL,Adelaide Sixers XI won by 1 run,https://cricheroes.in/scorecard/2554049/ACCC-Night-Tournament-2021/Adelaide-Sixers-XI-vs-Team-Challenger-11-Adelaide
ACCC Night Tournament 2021,GG LION,72/10,Adelaide Classic,76/4,Jail Ground, Adelaide, 04-Dec-21, 20 Ov.,QUARTER FINAL,Adelaide Classic won by 6 wickets,https://cricheroes.in/scorecard/2554035/ACCC-Night-Tournament-2021/GG-LION-vs-Adelaide-Classic
ACCC Night Tournament 2021,Legends 11 Adelaide,127/9,Blue 11 Adelaide,128/8,Gepps Cross, Adelaide, 04-Dec-21, 20 Ov.,QUARTER FINAL,Blue 11 Adelaide won by 2 wickets,https://cricheroes.in/scorecard/2554037/ACCC-Night-Tournament-2021/Legends-11-Adelaide-vs-Blue-11-Adelaide
ACCC Night Tournament 2021,Team Royal Enfield,169/7,Team Bharat 11,95/10,large north, Adelaide, 28-Nov-21, 20 Ov.,LEAGUE MATCHES,Team Royal Enfield won by 74 runs,https://cricheroes.in/scorecard/2530275/ACCC-Night-Tournament-2021/Team-Royal-Enfield-vs-Team-Bharat-11
ACCC Night Tournament 2021,Royal Strikers (T20),193/8,Soldiers XI Adelaide,166/9,Jail Ground, Adelaide, 28-Nov-21, 20 Ov.,LEAGUE MATCHES,Royal Strikers (T20) won by 27 runs,https://cricheroes.in/scorecard/2530260/ACCC-Night-Tournament-2021/Royal-Strikers-(T20)-vs-Soldiers-XI-Adelaide
ACCC Night Tournament 2021,Blue 11 Adelaide,175/7,GG TIGER,127/8,Gepps Cross, Adelaide, 28-Nov-21, 20 Ov.,LEAGUE MATCHES,Blue 11 Adelaide won by 48 runs,https://cricheroes.in/scorecard/2530271/ACCC-Night-Tournament-2021/Blue-11-Adelaide-vs-GG-TIGER
ACCC Night Tournament 2021,Divine 11 Adelaide,65/10,Team Challenger 11 Adelaide,66/4,large north, Adelaide, 27-Nov-21, 20 Ov.,LEAGUE MATCHES,Team Challenger 11 Adelaide won by 6 wickets,https://cricheroes.in/scorecard/2530251/ACCC-Night-Tournament-2021/Divine-11-Adelaide-vs-Team-Challenger-11-Adelaide
ACCC Night Tournament 2021,falcon 11 Adelaide,102/10,Legends 11 Adelaide,104/1,Jail Ground, Adelaide, 27-Nov-21, 20 Ov.,LEAGUE MATCHES,Legends 11 Adelaide won by 9 wickets,https://cricheroes.in/scorecard/2530242/ACCC-Night-Tournament-2021/falcon-11-Adelaide-vs-Legends-11-Adelaide
ACCC Night Tournament 2021,Adelaide Classic,120/10,Greenacre 11,71/9,Gepps Cross, Adelaide, 27-Nov-21, 20 Ov.,LEAGUE MATCHES,Adelaide Classic won by 49 runs,https://cricheroes.in/scorecard/2530245/ACCC-Night-Tournament-2021/Adelaide-Classic-vs-Greenacre-11
ACCC Night Tournament 2021,Adelaide Bullss,143/8,Adelaide Sixers XI,94/10,Gepps Cross, Adelaide, 26-Nov-21, 20 Ov.,LEAGUE MATCHES,Adelaide Bullss won by 49 runs,https://cricheroes.in/scorecard/2530233/ACCC-Night-Tournament-2021/Adelaide-Bullss-vs-Adelaide-Sixers-XI
ACCC Night Tournament 2021,Spartan 11 Adelaide,86/10,GG LION,87/2,Jail Ground, Adelaide, 26-Nov-21, 20 Ov.,LEAGUE MATCHES,GG LION won by 8 wickets,https://cricheroes.in/scorecard/2530225/ACCC-Night-Tournament-2021/Spartan-11-Adelaide-vs-GG-LION
ACCC Night Tournament 2021,Spartan 11 Adelaide,133/9,falcon 11 Adelaide,95/10,large north, Adelaide, 21-Nov-21, 20 Ov.,LEAGUE MATCHES,Spartan 11 Adelaide won by 38 runs,https://cricheroes.in/scorecard/2499012/ACCC-Night-Tournament-2021/Spartan-11-Adelaide-vs-falcon-11-Adelaide
ACCC Night Tournament 2021,Divine 11 Adelaide,105/10,Adelaide Classic,110/7,Jail Ground, Adelaide, 21-Nov-21, 20 Ov.,LEAGUE MATCHES,Adelaide Classic won by 3 wickets,https://cricheroes.in/scorecard/2499004/ACCC-Night-Tournament-2021/Divine-11-Adelaide-vs-Adelaide-Classic
ACCC Night Tournament 2021,GG LION,152/9,Royal Strikers (T20),87/9,Gepps Cross, Adelaide, 21-Nov-21, 20 Ov.,LEAGUE MATCHES,GG LION won by 65 runs,https://cricheroes.in/scorecard/2499009/ACCC-Night-Tournament-2021/GG-LION-vs-Royal-Strikers-(T20)
ACCC Night Tournament 2021,Team Bharat 11,101/9,Team Challenger 11 Adelaide,102/1,large north, Adelaide, 20-Nov-21, 20 Ov.,LEAGUE MATCHES,Team Challenger 11 Adelaide won by 9 wickets,https://cricheroes.in/scorecard/2499002/ACCC-Night-Tournament-2021/Team-Bharat-11-vs-Team-Challenger-11-Adelaide
ACCC Night Tournament 2021,Greenacre 11,75/10,Blue 11 Adelaide,76/3,Jail Ground, Adelaide, 20-Nov-21, 20 Ov.,LEAGUE MATCHES,Blue 11 Adelaide won by 7 wickets,https://cricheroes.in/scorecard/2498995/ACCC-Night-Tournament-2021/Greenacre-11-vs-Blue-11-Adelaide
ACCC Night Tournament 2021,Legends 11 Adelaide,140/10,Adelaide Sixers XI,137/9,Gepps Cross, Adelaide, 20-Nov-21, 20 Ov.,LEAGUE MATCHES,Legends 11 Adelaide won by 3 runs,https://cricheroes.in/scorecard/2498998/ACCC-Night-Tournament-2021/Legends-11-Adelaide-vs-Adelaide-Sixers-XI
ACCC Night Tournament 2021,GG TIGER,103/5,Team Royal Enfield,107/1,Gepps Cross, Adelaide, 19-Nov-21, 20 Ov.,LEAGUE MATCHES,Team Royal Enfield won by 9 wickets,https://cricheroes.in/scorecard/2498991/ACCC-Night-Tournament-2021/GG-TIGER-vs-Team-Royal-Enfield
ACCC Night Tournament 2021,Soldiers XI Adelaide,179/8,Adelaide Bullss,133/10,Jail Ground, Adelaide, 19-Nov-21, 20 Ov.,LEAGUE MATCHES,Soldiers XI Adelaide won by 46 runs,https://cricheroes.in/scorecard/2504329/ACCC-Night-Tournament-2021/Soldiers-XI-Adelaide-vs-Adelaide-Bullss
ACCC Night Tournament 2021,Adelaide Classic,172/7,Team Royal Enfield,133/10,large north, Adelaide, 14-Nov-21, 20 Ov.,LEAGUE MATCHES,Adelaide Classic won by 39 runs,https://cricheroes.in/scorecard/2464477/ACCC-Night-Tournament-2021/Adelaide-Classic-vs-Team-Royal-Enfield
ACCC Night Tournament 2021,Blue 11 Adelaide,114/9,Team Challenger 11 Adelaide,85/10,Jail Ground, Adelaide, 14-Nov-21, 20 Ov.,LEAGUE MATCHES,Blue 11 Adelaide won by 29 runs,https://cricheroes.in/scorecard/2464473/ACCC-Night-Tournament-2021/Blue-11-Adelaide-vs-Team-Challenger-11-Adelaide
ACCC Night Tournament 2021,Spartan 11 Adelaide,90/9,Royal Strikers (T20),81/10,Gepps Cross, Adelaide, 14-Nov-21, 20 Ov.,LEAGUE MATCHES,Spartan 11 Adelaide won by 9 runs,https://cricheroes.in/scorecard/2464475/ACCC-Night-Tournament-2021/Spartan-11-Adelaide-vs-Royal-Strikers-(T20)
ACCC Night Tournament 2021,Adelaide Bullss,98/8,Legends 11 Adelaide,99/4,large north, Adelaide, 13-Nov-21, 20 Ov.,LEAGUE MATCHES,Legends 11 Adelaide won by 6 wickets,https://cricheroes.in/scorecard/2464471/ACCC-Night-Tournament-2021/Adelaide-Bullss-vs-Legends-11-Adelaide
ACCC Night Tournament 2021,GG TIGER,125/9,Greenacre 11,53/10,Jail Ground, Adelaide, 13-Nov-21, 20 Ov.,LEAGUE MATCHES,GG TIGER won by 72 runs,https://cricheroes.in/scorecard/2464464/ACCC-Night-Tournament-2021/GG-TIGER-vs-Greenacre-11
ACCC Night Tournament 2021,Divine 11 Adelaide,76/10,Team Bharat 11,77/8,Gepps Cross, Adelaide, 13-Nov-21, 20 Ov.,LEAGUE MATCHES,Team Bharat 11 won by 2 wickets,https://cricheroes.in/scorecard/2464467/ACCC-Night-Tournament-2021/Divine-11-Adelaide-vs-Team-Bharat-11
ACCC Night Tournament 2021,falcon 11 Adelaide,64/10,Soldiers XI Adelaide,67/4,Gepps Cross, Adelaide, 12-Nov-21, 20 Ov.,LEAGUE MATCHES,Soldiers XI Adelaide won by 6 wickets,https://cricheroes.in/scorecard/2464460/ACCC-Night-Tournament-2021/falcon-11-Adelaide-vs-Soldiers-XI-Adelaide
ACCC Night Tournament 2021,Adelaide Sixers XI,108/9,GG LION,89/10,Jail Ground, Adelaide, 12-Nov-21, 20 Ov.,LEAGUE MATCHES,Adelaide Sixers XI won by 19 runs,https://cricheroes.in/scorecard/2464458/ACCC-Night-Tournament-2021/Adelaide-Sixers-XI-vs-GG-LION
ACCC Night Tournament 2021,Team Challenger 11 Adelaide,138/8,Adelaide Classic,136/7,Jail Ground, Adelaide, 31-Oct-21, 20 Ov.,LEAGUE MATCHES,Team Challenger 11 Adelaide won by 2 runs,https://cricheroes.in/scorecard/2390960/ACCC-Night-Tournament-2021/Team-Challenger-11-Adelaide-vs-Adelaide-Classic
ACCC Night Tournament 2021,Team Bharat 11,120/7,Blue 11 Adelaide,112/10,large north, Adelaide, 31-Oct-21, 20 Ov.,LEAGUE MATCHES,Team Bharat 11 won by 8 runs,https://cricheroes.in/scorecard/2390967/ACCC-Night-Tournament-2021/Team-Bharat-11-vs-Blue-11-Adelaide
ACCC Night Tournament 2021,Team Royal Enfield,191/8,Greenacre 11,99/8,Gepps Cross, Adelaide, 31-Oct-21, 20 Ov.,LEAGUE MATCHES,Team Royal Enfield won by 92 runs,https://cricheroes.in/scorecard/2390963/ACCC-Night-Tournament-2021/Team-Royal-Enfield-vs-Greenacre-11
ACCC Night Tournament 2021,Adelaide Sixers XI,149/9,Royal Strikers (T20),113/8,Gepps Cross, Adelaide, 30-Oct-21, 20 Ov.,LEAGUE MATCHES,Adelaide Sixers XI won by 36 runs,https://cricheroes.in/scorecard/2390952/ACCC-Night-Tournament-2021/Adelaide-Sixers-XI-vs-Royal-Strikers-(T20)
ACCC Night Tournament 2021,falcon 11 Adelaide,91/9,GG LION,92/5,large north, Adelaide, 30-Oct-21, 20 Ov.,LEAGUE MATCHES,GG LION won by 5 wickets,https://cricheroes.in/scorecard/2390956/ACCC-Night-Tournament-2021/falcon-11-Adelaide-vs-GG-LION
ACCC Night Tournament 2021,GG TIGER,83/10,Divine 11 Adelaide,84/4,Jail Ground, Adelaide, 30-Oct-21, 20 Ov.,LEAGUE MATCHES,Divine 11 Adelaide won by 6 wickets,https://cricheroes.in/scorecard/2390948/ACCC-Night-Tournament-2021/GG-TIGER-vs-Divine-11-Adelaide
